Tanggal,Keterangan,Masuk (Rp),Keluar (Rp),Saldo (Rp)
"Jum’at, 4 Juli 2025",Pemasukan dari kotak amal jama'ah sholat Jum'at Masjid Baitun Nur,"Rp682.000,00",,"Rp682.000,00"
